id,sex,age,marital,child,educ,source,smoke,smokenum,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,Rop2,Rop4,Rop6,Rmast1,Rmast3,Rmast4,Rmast6,Rmast7,Rpss4,Rpss5,Rpss7,Rpss8,Rsest3,Rsest5,Rsest7,Rsest9,Rsest10,Rpc1,Rpc2,Rpc7,Rpc11,Rpc15,Rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss,agegp3,agegp5,educrec,LG10negaff,MAH_1,COO_1,MAH_2
304,2,36,4,1,3,4,2,0,3,3,4,3,5,1,2,4,2,4,4,4,1,5,2,1,4,1,5,5,2,5,3,2,4,4,1,4,2,5,4,1,1,6,6,6,6,4,3,2,4,4,4,3,3,3,4,2,4,4,1,4,1,4,1,4,2,1,1,1,1,1,0,0,1,1,0,0,5,3,3,4,4,3,1,3,4,4,4,4,2,3,5,5,1,1,3,3,5,3,3,1,1,4,2,2,3,3,4,4,4,3,4,1,3,5,2,1,1,23,20,45,16,28,28,39,6,49,2,3,2,1.20411998265592,.945961522091268,.000294528842855061,4.22919097023022
437,1,24,1,2,5,1,2,0,4,2,4,2,4,2,2,4,3,2,4,2,2,4,2,1,4,1,3,4,1,4,1,2,3,4,1,4,1,4,3,2,2,5,6,5,4,3,4,4,3,4,4,3,3,3,3,4,4,4,3,2,3,2,1,2,3,2,1,1,1,0,0,0,0,0,0,0,4,3,3,3,4,5,5,3,3,4,5,4,3,4,2,2,4,5,4,4,4,3,2,3,3,3,2,2,3,3,2,2,4,2,3,2,3,1,1,4,4,24,22,37,14,23,31,27,3,60,1,1,4,1.14612803567824,.0130337437692285,.000810254186954665,4.22353297046712
403,2,56,4,2,4, ,2, ,5,1,5,1,5,4,1,4,1,1,4,1,1,4,1,1,3,1,4,4,1,5,1,1,3,4,1,2,1,4,5,1,1,6,7,7,7,6,1,1,2,2,5,2,5,5,1,1,4,4,1,4,1,4,1,4,1,1,1,1,1,0,1,1,1,1,0,1,1,1,5,4,5,4,1,4,5,5,1,5,5,4,1,1,5,5,5,5,2,4,4,4,4,4,4,1,1,1,4,4,4,4,4,5,5,5,5,5,5,27,28,38,10,33,15,40,8,86,3,5,3,1,4.78375779402455,.00290910649707642,4.11545112646265
311,1,40,4,1,2,8,2,0,4,2,4,2,4,2,2,4,1,2,4,2,2,2,4,3,2,1,3,2,3,3,4,4,2,2,3,2,3,2,2,3,3,3,3,3,3,4,3,4,3,3,2,3,3,3,4,4,3,4,2,3,4,4,3,3,2,2,1,1,1,1,0,0,0,0,1,0,3,3,4,4,4,2,4,2,3,3,4,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,4,3,3,3,1,2,3,3,3,3,2,2,3,3,24,24,22,31,16,34,29,5,53,2,3,1,1.49136169383427,1.50274679280298,.00584198011510389,4.10608598327335
499,1,36,1,2,5,9,2, ,3,1,5,3,5,1,1,4,1,1,1,1,2,4,2,1,4,1,5,4,2,3,1,2,4,4,1,2,1,3,5,2,2,3,3,6,2,2,3,1,2,5,5,3,5,5,2,1,4,4,1,4,1,4,1,4,1,1,1,1,1,0,1,0,0,1,1,0,1,2,5,1,5,5,1,5,5,2,5,5,4,1,4,1,5,5,5,3,5,4,4,4,4,3,1,1,1,1,4,4,4,4,4,5,4,5,1,2,5,26,24,38,15,16,16,40,6,70,2,3,4,1.17609125905568,.645224810595607,.00419856828644093,4.0933013311458
103,2,23,3,2,5,1,1,4,2,1,4,1,4,3,3,3,1,2,4,3,2,5,3,2,3,3,3,3,3,3,2,4,4,3,2,4,2,4,3,1,1,5,6,6,7,7,4,3,4,3,3,5,3,2,3,4,4,4,1,4,2,3,2,3,4,4,0,1,1,1,0,0,0,0,0,0,4,4,3,4,3,3,2,3,3,2,4,2,2,2,2,2,3,2,5,5,3,2,4,3,2,3,3,3,3,4,4,3,3,1,1,2,2,4,2,4,4,23,21,35,23,31,36,30,3,50,1,1,4,1.36172783601759,.885404371572555,.00391895476824528,4.08106070730892
14,1,26,4,2,5,1,1,5,3,3,4,1,5,3,2,4,1,1,4,1,1,4,1,1,4,1,4,5,1,4,1,1,5,4,1,3,1,3,3,1,1,7,7,7,7,6,1,1,3,5,5,1,4,5,2,2,4,4,1,4,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,3,1,5,1,5,5,2,1,1,5,5,3,5,3,3,4,4,4,4,1,1,2,1,4,4,3,4,4,5,5,5,5,5,5,23,27,39,10,34,15,39,10,77,1,2,4,1,2.37331756125897,.00458091122889301,4.04001150281895
316,2,60,4,1,4,8,2,0,3,1,3,1,5,1,1,4,4,2,4,1,1,5,1,3,5,1,3,5,2,5,1,1,5,5,3,5,2,5,5,2,1,6,6,6,6,3,2,3,3,4,4,4,4,4,2,1,4,4,1,3,1,4,2,3,3,1,1,1,1,1,1,1,1,1,0,1,4,2,5,4,3,4,3,3,5,4,1,5,4,4,1,1,5,5,5,5,5,4,1,3,4,4,2,2,2,2,4,4,3,2,4,2,4,3,5,5,5,26,24,48,17,27,23,35,9,75,3,5,3,1.23044892137827,1.44357886052974,3.93550717970717E-006,4.00558855275882
28,1,27,2,2,3,1,2,0,3,3,3,3,4,2,2,2,1,2,4,2,2,3,3,5,3,2,4,4,3,3,3,3,3,3,5,3,2,3,3,4,3,3,4,3,6,4,3,4,4,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,1,1,1,1,0,1,1,1,1,0,3,3,3,3,2,1,4,2,3,3,2,2,2,2,3,3,2,2,3,3,4,3,4,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,4,3,3,20,22,32,33,20,32,25,8,45,1,2,2,1.51851393987789,2.44755882925012,.00107902996487102,3.98032647138294
209,1,70,4,2,6,1,2, ,3,3,5,1,5,2,2,3,2,2,3,1,1,5,1,1,3,1,2,5,1,3,1,1,2,2,1,1,1,3,3,1,1,7,7,7,7,4,1,2,2,4,3,1,5,4,3,2,4,4,1,3,2,4,1,1,2,1,1,1,1,1,1,0,0,0,0,1,1,1,5,5,5,3,3,4,2,4,1,1,4,3,2,2,3,3,3,5,4,3,3,3,4,4,2,3,1,2,4,3,4,3,4,5,5,3,5,4,4,25,23,29,10,32,19,34,6,68,3,5,5,1,.378701818705562,.00190625459244908,3.97537966138347
535,2,46,7,2,4,1,2,0,3,2,4,2,4,1,1,1,1,1,4,1,1,5,2,1,3,1,4,4,1,4,2,2,4,4,1,4,1,3,4,2,1,5,6,5,5,3,4,2,4,4,3,3,4,4,5,3,4,4,1,4,1,4,4,4,1,1,1,1,1,0,0,0,1,1,0,0,2,3,5,4,5,3,2,1,5,4,2,3,2,3,4,4,3,3,4,4,5,4,4,4,4,4,2,3,2,2,4,4,1,4,4,4,3,4,4,2,2,24,25,39,14,24,30,37,5,60,3,4,3,1.14612803567824,.976323158284673,.00230124333863002,3.93725222601233
518,2,39,7,1,5,3,2,0,4,2,3,2,4,2,3,4,2,2,2,2,3,3,4,2,2,1,4,3,4,3,4,4,2,2,2,3,2,2,2,5,5,4,3,3,2,2,3,4,5,3,3,4,3,3,3,4,3,4,2,3,2,3,2,3,3,2,1,1,0,0,0,1,0,1,0,0,4,2,2,3,2,2,3,4,4,4,3,3,3,4,2,2,3,4,4,4,4,2,3,3,3,2,3,3,3,3,3,3,3,2,3,2,4,3,3,4,4,23,19,26,33,14,35,30,4,58,2,3,4,1.51851393987789,.512951897577165,.00241821848626116,3.92916461695737
377,2,55,4,2,2,5,2,0,4,2,5,1,3,2,2,3,1,4,3,3,3,5,4,1,5,1,5,5,3,3,5,2,2,4,1,4,2,5,4,2,1,5,2,5,6,6,4,4,3,4,4,3,3,4,5,4,4,4,1,4,2,3,2,4,3,1,1,1,1,0,0,1,0,1,0,0,2,2,4,5,5,5,1,4,5,5,1,5,4,4,2,2,4,5,4,5,4,3,4,1,2,2,2,2,3,2,4,3,3,2,4,4,4,5,5,4,4,25,18,42,22,24,32,35,5,81,3,5,1,1.34242268082221,7.50041095862876,.0160241694042398,3.91955333193291
254,1,33,4,2,5,1,2,0,3,1,4,1,5,1,3,1,3,2,3,1,1,3,1,1,1,1,3,3,2,3,1,1,2,3,1,2,1,2,4,1,1,6,5,7,7,6,2,2,2,3,5,5,4,4,2,1,4,4,1,3,1,4,1,4,1,1,0,1,1,0,0,0,0,1,0,1,1,1,5,4,4,4,1,1,1,2,2,3,4,3,1,1,3,1,5,5,5,2,2,3,4,4,3,1,2,2,4,4,4,4,4,5,5,5,4,5,5,27,19,26,11,31,22,39,4,64,2,3,4,1.04139268515823,1.05376839231199,.00305807650063127,3.90771882915751
369,2,38,7,2,5,1,2,0,2,3,3,3,3,2,2,3,3,1,3,2,3,3,4,2,2,2,3,1,2,3,4,3,2,2,4,1,3,2,2,3,2,3,3,4,2,3,4,4,4,4,3,4,4,3,4,3,3,3,1,3,3,2,3,3,2,2,0,1,0,0,0,0,1,0,0,0,3,3,3,3,4,4,4,2,3,3,4,2,2,3,2,2,3,3,3,3,4,3,2,4,3,2,2,3,2,3,4,2,2,3,3,3,3,2,2,4,4,18,20,21,29,15,33,28,2,53,2,3,4,1.46239799789896,.422354238230301,.000901381434712167,3.89524810250218
231,1,26,1,2,4,1,1,60,2,3,3,4,4,3,3,3,3,3,3,3,3,4,3,2,4,2,3,2,4,3,4,4,2,2,4,3,2,3,3,3,3,5,6,6,6,4,3,2,3,3,3,3,3,3,4,2,3,3,2,3,2,3,3,3,3,2,1,1,1,1,1,0,1,0,0,1,3,4,3,4,3,2,4,3,4,3,3,2,2,2,3,3,3,2,3,2,3,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,2,2,3,3,3,17,16,29,31,27,29,28,7,49,1,2,3,1.49136169383427,2.17106661056453,.0015694401249836,3.87758475135201
315,2,31,4,1,4,8,1,40,3,3,5,2,5,2,2,4,2,1,4,2,1,5,2,1,5,1,5,5,2,4,1,1,5,5,1,4,1,4,5,1,1,7,5,5,6,7,2,2,2,4,4,3,4,4,3,2,4,4,1,4,1,4,1,4,3,1,1,1,1,1,1,0,0,1,0,1,4,2,5,4,4,4,2,4,5,5,1,4,4,4,2,1,4,4,3,4,4,3,3,4,3,4,2,2,2,2,4,4,4,2,4,2,4,4,5,4,5,24,25,47,12,30,22,38,7,75,2,2,3,1.07918124604762,1.48840729901069,3.58326010943909E-006,3.8694242657984
489,1,27,2,2,4,8,1,7,1,3,3,2,4,1,1,4,2,1,4,3,4,3,2,3,1,1,4,1,1,2,3,4,1,3,2,1,3,3,4,2,1,4,5,5,4,1,1,3,3,3,3,2,3,4,3,2,3,4,1,3,2,4,3,2,2,3,0,1,1,0,0,0,0,0,0,0,4,4,2,3,4,3,4,2,3,3,4,3,3,3,2,2,4,5,3,4,5,4,3,4,2,1,3,3,3,2,4,3,2,3,2,2,2,2,2,4,4,20,22,23,22,19,25,30,2,54,1,2,3,1.34242268082221,.471111182755425,.000477590653885258,3.86749639593275
438,2,35,1,2,6,9,1,110,3,1,3,2,4,1,2,3,3,3,4,2,3,3,4,2,2,1,3,3,4,2,1,3,2,3,1,3,3,3,2,4,4,5,5,5,4,6,3,4,5,3,3,5,3,3,4,5,3,3,2,3,3,2,3,3,2,2,1,1,1,1,1,1,0,1,0,0,5,2,3,3,2,4,4,2,3,3,4,3,2,4,3,3,4,4,5,4,5,3,2,2,3,2,3,3,3,3,3,2,2,3,3,1,4,2,2,3,3,24,19,26,27,25,38,27,7,52,2,3,5,1.43136376415899,.659778863117218,.00462678681842297,3.859950735647
419,1,44,4,1,4,1,1,100,3,2,3,2,3,1,2,3,1,2,4,2,1,3,1,1,4,1,3,3,1,2,1,2,3,3,1,2,1,2,4,1,1,5,4,5,7,7,3,1,1,4,4,1,3,4,2,2,4,4,1,3,1,3,1,4,2,1,1,1,1,0,1,1,0,0,1,0,4,4,5,3,3,2,3,4,5,5,1,3,3,3,2,4,3,4,4,4,5,3,4,3,3,4,2,2,3,2,4,4,4,3,4,2,2,3,5,4,2,22,24,29,11,28,19,37,6,61,2,4,3,1.04139268515823,.411563576195217,.00239004026913261,3.78379133063985
313,2,46,7,1,4,8,2,0,4,2,5,1,5,1,1,4,1,1,4,2,1,5,3,1,4,1,5,5,1,4,1,2,5,5,1,5,2,4,5,2,1,2,3,3,2,2,2,3,3,5,3,3,4,4,2,3,4,4,2,4,2,2,3,2,3,2,1,1,1,1,0,0,1,0,0,0,1,1,5,5,5,4,3,4,4,4,2,4,4,4,2,2,4,5,4,5,5,4,4,4,3,4,1,3,2,2,3,3,2,2,3,5,5,3,4,4,4,28,27,47,15,12,24,29,5,77,3,4,3,1.17609125905568,2.37331756125897,.00171954370884563,3.73030049964179
538,2,28,3,2,3,7,2,0,5,2,4,1,5,1,1,4,1,1,4,1,1,4,1,1,4,1,5,5,1,5,2,2,4,4,1,4,1,4,4,1,1,7,7,7,7,7,2,2,1,5,4,2,4,5,2,1,4,4,1,4,1,4,1,4,1,4,1,1,1,0,0,0,1,0,0,0,1,1,4,4,5,5,1,4,5,5,1,5,5,5,1,1,4,5,4,5,5,4,4,4,4,4,1,2,2,1,4,4,4,4,1,5,5,5,5,5,5,28,28,43,12,35,16,37,4,86,1,2,2,1.07918124604762,4.78375779402455,.00144113415018838,3.70238000647655
295,2,37,4,2,6,1,2,0,4,1,4,1,4,2,2,3,2,1,3,2,1,5,5,2,1,2,4,4,4,4,2,2,4,4,1,4,2,4,4,1,1,6,6,6,6,6,2,2,2,4,4,2,4,4,2,2,4,4,1,4,1,4,2,4,4,3,1,1,1,0,0,0,0,1,0,0,3,2,4,4,4,3,3,3,4,4,2,3,4,3,2,2,4,4,5,5,4,3,3,4,3,4,2,2,2,2,4,4,3,1,2,3,4,3,4,4,4,26,23,38,22,30,20,34,4,66,2,3,5,1.34242268082221,.209421816015409,.00130933319693602,3.69763562104376
120,2,74,8,2,5,6,2,0,5,3,4,1,4,1,4,3,2,1,4,1,1,5,1,1,5,1,4,4,1,3,1,1,4,4,1,5,1,5,4,1,1,7,7,7,6,7,2,2,1,4,4,1,4,4,1,1,4,4,1,4,1,4,1,4,1,1,1,1,1,0,1,0,1,1,1,0,2,2,5,5,4,5,1,4,4,4,2,5,4,5,1,1,5,5,3,5,5,1,3,4,4,4,2,2,2,2,4,4,4,4,4,4,4,5,4,5,5,26,23,43,10,34,16,40,7,82,3,5,4,1,3.7029970472807,.00794535078221481,3.65799631989303
368,2,82,8,2,4,6,2,0,4,1,4,1,4,1,2,3,2,2,4,2,1,3,3,1,3,1,3,3,1,2,1,1,1,3,1,1,1,3,3,1,1,6,5,6,6,6,3,2,3,4,4,3,4,4,3,2,3,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,1,1,0,0,1,2,5,4,5,4,2,3,4,4,5,4,5,5,2,1,1,4,5,5,5,3,3,3,3,4,2,2,2,2,4,4,4,4,4,5,4,4,1,4,5,27,23,25,12,29,24,35,7,71,3,5,3,1.07918124604762,.775880876964725,1.38681081376755E-006,3.65199434812117
161,1,43,1,2,4,1,2,0,3,3,4,3,4,2,2,3,1,1,4,1,2,4,1,1,3,1,4,5,2,4,1,2,4,4,1,1,1,3,4,1,1,4,4,2,2,4,3,3,3,4,4,3,3,3,3,4,4,4,1,4,1,3,3,3,2,2,1,1,1,0,1,0,1,1,1,0,2,3,5,3,4,3,2,3,4,3,3,3,3,2,3,3,3,4,3,3,4,3,4,4,4,3,2,2,3,3,4,4,2,3,3,4,3,4,3,3,3,21,25,36,12,16,29,34,7,60,2,4,3,1.07918124604762,.976323158284673,.00149934446059186,3.62292450219731
456,2,24,1,2,5,1,2,0,2,3,4,2,4,2,2,4,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,4,5,4,3,5,3,5,3,4,3,5,5,5,4,4,2,4,4,3,4,3,4,4,3,2,3,3,2,3,1,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,2,4,4,3,5,4,3,2,3,3,3,4,4,4,3,2,4,5,3,4,4,3,2,3,3,4,3,2,2,2,3,4,2,3,3,4,2,3,3,3,4,21,23,43,26,23,27,30,4,64,1,1,4,1.41497334797082,.116546642244687,.000128968881421215,3.59847627589123
40,1,36,4,1,3,1,2,0,1,3,4,3,4,1,4,3,2,2,3,3,3,3,4,2,2,1,1,3,2,3,2,4,3,3,1,2,4,3,3,1,1,3,5,4,4,6,3,3,4,2,2,4,3,3,3,5,3,4,1,3,1,2,3,4,3,1,1,1,1,0,0,0,0,1,0,0,4,2,4,3,3,1,5,4,4,4,2,4,3,1,4,3,2,2,3,3,5,1,3,3,2,2,4,4,3,3,4,4,2,2,4,2,4,1,4,2,3,20,17,26,22,22,36,32,4,51,2,3,2,1.34242268082221,1.48376011807157,.00228660094781363,3.58369628341728
60,1,45,4,1,6,1,2,0,3,1,4,1,5,1,1,4,1,1,4,1,1,4,1,1,4,1,5,5,1,5,3,3,4,4,1,4,1,4,5,1,1,5,5,5,4,3,2,1,1,5,4,2,4,4,2,2,4,4,1,1,1,4,1,4,1,1,1,1,1,0,0,1,1,0,0,0,1,1,3,5,5,5,1,5,5,5,1,5,5,5,1,1,5,5,5,5,5,4,4,4,4,4,1,2,2,2,4,4,4,4,4,5,5,5,5,5,5,27,28,44,14,22,17,37,5,88,3,4,5,1.14612803567824,5.41682777468433,.000298702774007166,3.58039927348385
290,1,50,4,1,4,8,1,200,2,2,3,3,4,3,2,3,2,1,4,1,1,3,1,1,3,1,4,4,1,3,1,2,4,4,1,3,1,4,4,1,1,3,2,4,2,3,3,3,3,4,3,3,4,3,3,3,4,4,1,4,1,4,1,4,1,1,1,1,1,0,1,1,1,0,0,0,2,3,5,4,4,4,2,5,4,4,2,4,4,4,1,2,4,2,4,3,3,3,3,4,4,4,2,3,2,3,4,4,4,4,4,4,3,4,4,5,4,19,25,36,11,14,28,40,6,72,3,5,3,1.04139268515823,1.04216874072805,.00247640186974689,3.55889857413033
367,1,27,1,2,5,1,1,20,2,4,3,3,3,3,2,3,2,2,3,3,3,2,2,1,2,1,2,3,2,3,1,2,1,2,1,3,1,3,3,3,2,1,2,2,1,1,3,4,3,3,2,2,3,3,4,2,4,3,1,4,3,2,2,3,1,1,1,1,1,1,0,0,0,0,1,0,3,4,4,3,4,2,5,1,3,3,2,2,4,2,5,4,2,2,2,3,3,3,3,3,2,2,3,4,3,3,4,2,3,4,4,3,2,1,4,1,2,16,19,24,16,7,31,33,5,45,1,2,4,1.20411998265592,1.70018191853914,4.55105392341813E-006,3.55289515038607
467,1,21,1,2,3,9,2,0,4,1,4,1,4,2,1,4,2,1,4,1,1,5,2,1,2,1,5,5,1,5,2,2,5,5,1,5,1,5,5,1,1,6,7,5,4,3,3,2,3,5,5,2,5,5,5,2,4,4,1,4,3,4,1,3,1,1,1,1,1,0,1,0,1,1,0,1,1,1,5,4,5,4,4,3,3,5,1,5,1,1,1,1,5,4,5,5,4,4,3,4,4,4,1,1,1,1,4,2,4,4,4,5,5,2,5,5,5,26,27,47,13,25,21,37,7,72,1,1,2,1.11394335230684,1.8343389058633,2.58569355747799E-005,3.54296517909919
32,1,31,3,2,6,9,2,0,2,3,2,3,3,3,3,2,3,3,2,3,2,2,3,1,3,3,3,2,4,1,3,3,2,2,1,4,3,2,2,4,4,3,4,3,3,3,2,3,4,2,3,3,3,3,3,3,3,3,1,3,1,3,3,3,2,1,0,1,1,0,0,0,0,1,0,0,4,4,2,2,2,2,4,3,3,3,4,3,2,2,4,4,2,4,3,3,3,2,2,2,2,3,4,3,3,3,4,4,2,3,4,2,2,2,2,2,2,16,15,23,29,16,31,32,3,42,2,2,5,1.46239799789896,3.51344660303476,.00205722002495885,3.53223502318212
217,2,49,4,1,4,4,1,150,5,1,5,1,5,1,2,4,1,1,4,1,1,3,2,1,2,1,3,3,1,3,1,2,1,3,1,3,1,4,3,1,1,5,6,6,6,5,3,3,2,5,4,2,4,4,2,1,4,4,1,4,1,4,1,4,1,1,1,1,0,0,1,0,1,1,1,1,1,1,5,5,5,5,1,3,5,5,1,5,4,3,3,3,4,5,5,5,5,3,4,4,4,4,1,2,2,2,4,4,4,4,4,5,5,5,5,3,3,30,27,28,12,28,20,40,7,80,3,4,3,1.07918124604762,2.92591924125467,5.08724353860583E-007,3.53040140817845
58,1,49,4,1,2, , , ,3,4,4,4,4,4,3,3,2,2,3,4,4,5,4,1,4,1,5,5,2,3,5,3,2,4,1,5,1,5,5,5,2,5,5,5,4,4,3,3,2,4,3,2,4,4,3,3,2,1,4,3,3,4,2,2,2,2,0,1,1,1,0,1,0,0,1,0,1,3,1,2,3,3,4,3,2,2,1,3,2,3,3,2,3,3,2,2,2,2,3,3,1,1,2,3,2,2,1,2,3,3,3,5,3,2,5,3,4,17,16,43,25,23,25,24,5,52,3,4,1,1.39794000867204,2.11001931029364,.00634423569879416,3.52549306721447
497,2,48,4,2,3,8,2, ,2,1,3,3,3,2,1,2,1,1,3,3,1,4,2,2,3,4,2,3,2,2,1,3,1,4,4,3,3,3,3,3,2,3,3,4,4,5,3,3,3,4,4,3,4,4,3,2,4,4,1,4,1,3,3,2,1,1,0,0,0,0,0,0,0,1,0,0,3,2,1,3,4,4,3,2,3,2,5,1,3,3,3,4,2,1,5,3,4,4,4,4,2,4,2,2,2,2,4,4,2,4,4,3,4,3,1,3,2,20,23,28,26,19,25,35,1,45,3,4,2,1.41497334797082,3.04492333377946,.00241725753240399,3.45326699767039
453,2,20,1,2,3,1,2,0,3,2,3,2,5,1,3,3,1,1,1,2,2,5,4,3,3,2,4,3,3,3,2,3,4,3,3,5,3,4,4,3,2,4,6,4,2,2,5,3,4,3,4,4,3,3,4,3,4,4,2,3,2,3,1,3,3,3,0,0,1,0,0,0,0,0,0,0,3,4,2,3,2,5,4,4,4,3,2,5,3,5,1,1,5,5,4,4,5,2,4,4,3,3,3,2,3,3,3,3,4,2,2,3,2,2,4,5,5,24,20,38,28,18,34,31,1,67,1,1,2,1.44715803134222,.996480855678994,.00459159397971231,3.43848572021138
485,1,25,7,2,5,1,1,20,4,1,4,4,4,2,1,4,1,1,4,2,1,3,1,1,4,1,4,4,2,4,1,1,3,3,1,5,1,5,4,2,1,5,5,6,6,6,2,3,2,4,5,1,5,5,2,1,4,4,1,4,1,4,1,4,1,1,0,1,1,1,0,0,0,0,0,0,1,2,5,4,5,3,1,4,3,4,2,4,4,4,2,1,5,4,5,2,4,4,4,4,3,4,2,1,1,1,4,4,4,4,4,5,4,5,4,4,5,23,27,39,12,28,16,40,3,76,1,2,4,1.07918124604762,2.22731941572012,.00318095877570993,3.42607726116356
303,2,58,5,2,2,7,2,0,5,1,5,2,5,1,2,4,2,2,2,1,1,4,2,1,5,1,5,5,1,5,1,1,4,5,1,4,1,4,5,1,1,6,6,6,6,3,2,2,3,5,5,2,4,5,4,2,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,0,0,0,0,0,2,2,3,4,4,4,2,4,4,4,1,4,2,4,2,2,4,4,5,4,5,3,3,3,4,4,1,1,2,1,4,4,4,4,4,4,4,4,5,4,4,29,23,46,11,27,20,40,5,70,3,5,1,1.04139268515823,.624386650315146,.00130374160699654,3.41920664964076
216,1,31,4,1,4,1,2, ,4,1,5,1,5,1,1,4,1,1,4,1,1,4,2,2,5,1,5,4,1,5,1,2,4,4,2,4,1,5,5,2,1,5,6,6,7,3,3,4,3,4,3,3,4,5,4,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,0,0,1,1,1,0,1,3,2,4,5,3,2,5,5,5,1,5,3,3,2,5,4,4,5,5,5,4,4,4,4,4,2,3,2,1,4,4,4,4,4,5,3,4,5,4,1,29,28,45,15,27,26,40,7,70,2,2,3,1.17609125905568,2.46977178984585,.00351106029034063,3.40479607394959
188,2,29,1,2,2,8,2,0,3,1,5,1,5,1,1,4,1,1,4,1,1,5,1,1,4,1,5,4,1,5,1,1,4,4,1,5,1,5,4,1,1,5,5,5,4,7,2,2,3,5,5,2,3,4,3,2,4,4,1,4,1,4,1,4,1,1,1,1,1,0,1,0,1,1,1,1,1,2,4,5,5,5,1,3,4,2,2,4,3,3,3,3,3,5,5,5,5,4,4,4,4,4,1,1,3,2,4,4,4,4,4,5,4,5,4,3,3,28,28,45,10,26,21,40,8,70,1,2,1,1,2.46977178984585,5.10792336185414E-006,3.39028097828858
162,1,22,1,2,5,7,2,2,3,2,5,3,2,3,2,3,3,1,4,2,2,5,3,2,4,1,5,4,3,3,4,3,5,5,1,3,1,5,5,2,2,2,6,4,3,1,3,3,4,4,4,4,4,4,4,3,4,4,1,3,1,3,3,3,2,1,1,1,1,1,0,0,0,0,0,0,2,4,2,2,3,3,5,4,3,3,4,4,4,2,3,2,4,4,4,3,3,3,2,4,3,3,2,2,2,2,4,4,2,3,4,4,2,1,2,3,4,20,22,44,22,16,29,34,4,54,1,1,4,1.34242268082221,.471111182755425,.00010047330576681,3.35364456274604
67,2,20,3,2,4,8,1,100,2,3,2,4,2,2,2,3,2,3,4,3,2,2,4,1,3,3,4,2,2,2,4,4,4,2,1,2,5,2,3,3,3,2,2,2,6,2,3,3,4,3,1,3,2,2,4,4,4,3,2,3,2,2,4,2,3,4,1,1,1,0,0,1,1,0,0,0,4,5,5,1,4,1,4,1,1,1,1,2,3,1,2,2,2,2,3,2,4,3,3,2,2,3,3,5,4,4,3,3,1,2,1,2,1,2,5,4,4,15,20,26,30,14,37,24,5,42,1,1,3,1.47712125471966,2.59767074719749,.00547010204456205,3.35271380786627
478,1,21,1,2,5,1,2, ,5,2,4,2,3,3,2,4,2,3,4,2,2,4,4,4,2,1,2,2,4,3,1,1,1,2,4,1,1,3,2,1,1,5,6,6,6,6,3,3,3,4,3,3,3,4,3,2,4,4,1,4,1,4,1,4,1,1,1,1,1,0,0,0,1,1,0,1,2,2,4,4,4,3,2,4,3,4,2,4,3,4,3,2,3,3,4,4,3,3,3,2,3,3,2,3,3,2,4,4,4,4,4,4,4,4,4,3,4,23,22,22,22,29,27,40,6,66,1,1,4,1.34242268082221,.242599765057913,9.95468576306257E-005,3.35089265566596
228,2,26,1,2,5,1,1,3,4,2,5,2,4,2,1,4,1,1,4,1,2,5,1,1,4,1,5,5,2,4,1,1,5,4,1,4,1,5,5,2,2,6,6,7,7,5,3,2,3,5,4,2,4,4,4,2,4,4,1,4,1,4,1,4,2,2,1,1,1,1,1,0,1,1,0,0,3,1,5,5,5,5,3,5,3,3,4,5,2,5,1,1,5,5,4,4,4,4,4,4,4,3,1,2,2,2,4,4,4,3,3,3,5,3,2,5,5,25,27,46,13,31,23,38,7,76,1,2,4,1.11394335230684,2.22731941572012,.000707922467383584,3.34959267078166
107,1,39,3,2,4,7,2,0,2,2,4,4,2,4,3,3,2,3,4,4,2,3,5,4,2,2,5,3,3,2,3,4,2,3,3,3,1,3,4,4,3,3,3,3,3,1,3,3,4,3,3,4,3,3,3,3,4,3,1,3,4,2,3,2,2,3,1,0,1,1,1,0,1,1,0,1,5,2,3,4,3,2,5,4,3,3,4,2,2,1,3,3,3,4,4,2,2,2,3,2,1,3,3,3,3,3,4,1,2,3,2,1,4,1,2,3,3,16,18,30,32,13,32,26,7,48,2,3,3,1.50514997831991,1.32887837549717,5.00878587512816E-005,3.32061380089244
